Load_ID,Policy_ID,State,Product,Clause_ID,Policy_Version,Required_Clause_Version,Loaded_Version,Load_Date,Loaded_By
L025420,P102508,OH,EPO,CL0435,1,5,4,2025-03-19,UserA
L025471,P102513,NJ,PPO,CL0306,5,5,1,2025-09-17,UserA
L025476,P102514,CT,HMO,CL0758,3,3,1,2025-03-27,UserB
L025491,P102515,FL,EPO,CL0499,5,4,3,2025-08-12,UserB
L025631,P102529,CA,PPO,CL0422,5,2,3,2025-07-15,UserB
L025725,P102539,IL,HMO,CL0249,5,3,2,2025-12-15,UserC
L025737,P102541,FL,PPO,CL0990,1,2,4,2025-10-24,UserC
L025845,P102551,CA,POS,CL0340,3,3,1,2025-04-08,UserC
L025886,P102555,FL,EPO,CL0499,3,4,5,2025-10-21,UserC
L025887,P102555,FL,EPO,CL0856,3,3,5,2025-02-04,System
L026015,P102572,CT,HMO,CL0528,2,2,5,2025-05-30,System
L026043,P102574,NJ,HMO,CL0069,4,5,2,2025-11-20,System
L026059,P102576,PA,EPO,CL0879,5,3,5,2025-08-09,UserC
L026096,P102579,CT,EPO,CL0859,5,3,4,2025-02-04,System
L026216,P102592,OH,PPO,CL0396,3,1,2,2025-04-10,UserA
L026403,P102612,NJ,HMO,CL0274,4,4,5,2025-01-17,UserA
L026489,P102621,CT,HMO,CL0618,4,5,2,2025-12-20,UserC
L026607,P102635,FL,POS,CL0762,4,3,1,2025-03-18,UserC
L026863,P102660,FL,PPO,CL0433,4,2,3,2025-07-28,UserC
L026936,P102667,IL,POS,CL0975,3,1,4,2025-04-05,UserA
L027008,P102674,TX,POS,CL0210,5,1,4,2025-02-01,UserA
L027027,P102676,NJ,HMO,CL0040,3,2,1,2025-03-31,UserB
L027109,P102684,PA,PPO,CL0716,5,5,2,2025-01-23,UserC
L027180,P102691,TX,EPO,CL0311,1,4,2,2025-03-21,UserA
L027231,P102696,NY,PPO,CL0067,5,5,3,2025-06-15,UserA
L027432,P102717,NJ,PPO,CL0327,2,3,4,2025-05-02,UserB
L027488,P102722,FL,HMO,CL0596,3,3,4,2025-01-22,UserC
L027506,P102723,NY,POS,CL0750,2,4,3,2025-11-23,UserC
L027517,P102724,CA,POS,CL0602,5,1,5,2025-05-29,UserB
L027580,P102730,CT,POS,CL0707,3,4,2,2025-10-06,UserB
L027756,P102746,MA,PPO,CL0190,4,2,4,2025-05-11,System
L027808,P102752,TX,POS,CL0533,3,2,3,2025-09-17,UserB
L027887,P102759,TX,EPO,CL0837,5,3,4,2025-10-10,System
L027985,P102768,PA,HMO,CL0140,3,3,2,2025-01-13,UserB
L028145,P102786,FL,PPO,CL0673,4,2,5,2025-02-21,UserC
L028150,P102786,FL,PPO,CL0990,4,2,1,2025-03-26,UserA
L028261,P102796,TX,POS,CL0950,1,3,5,2025-05-03,UserB
L028313,P102801,NJ,EPO,CL0471,5,1,3,2025-04-13,System
L028425,P102810,NJ,HMO,CL0050,4,4,1,2025-01-26,UserC
L028449,P102812,FL,HMO,CL0573,1,2,4,2025-11-13,UserC
L028489,P102816,FL,EPO,CL0912,4,4,1,2025-05-16,UserA
L028711,P102837,NJ,PPO,CL0045,3,4,5,2025-05-18,UserA
L028736,P102839,PA,PPO,CL0716,3,5,3,2025-10-25,System
L028805,P102846,PA,HMO,CL0922,4,5,2,2025-10-30,System
L028964,P102861,OH,HMO,CL0663,3,4,1,2025-02-22,System
L028991,P102864,FL,EPO,CL0499,2,4,2,2025-07-02,UserB
L029176,P102882,IL,HMO,CL0378,3,4,1,2025-01-12,UserB
L029188,P102883,CT,HMO,CL0902,5,4,5,2025-06-21,UserA
L029229,P102886,CA,POS,CL0602,3,1,4,2025-04-30,UserB
L029467,P102908,CT,POS,CL0085,1,4,3,2025-05-21,UserA
L029509,P102913,TX,HMO,CL0442,5,3,4,2025-05-13,System
L029542,P102916,CT,PPO,CL0774,1,1,2,2025-07-17,UserC
L029564,P102919,IL,POS,CL0064,4,1,3,2025-03-31,UserA
L029712,P102932,TX,EPO,CL0743,5,4,2,2025-03-24,UserB
L029778,P102938,FL,PPO,CL0796,4,4,1,2025-12-02,UserC
L029872,P102947,TX,POS,CL0308,2,4,5,2025-09-18,System
L029873,P102947,TX,POS,CL0213,2,3,5,2025-04-11,UserB
L029991,P102960,FL,EPO,CL0291,5,4,2,2025-07-28,UserC
L030085,P102968,NY,POS,CL0257,1,1,3,2025-03-24,UserB
L030193,P102978,IL,PPO,CL0384,1,3,2,2025-12-29,System
L030256,P102986,NJ,PPO,CL0689,2,1,5,2025-07-29,UserC
L030318,P102993,TX,EPO,CL0837,1,3,2,2025-05-04,UserC
L030486,P103009,IL,EPO,CL0770,4,3,1,2025-03-13,UserA
L030521,P103012,OH,PPO,CL0905,3,1,4,2025-01-23,UserA
L030572,P103017,TX,POS,CL0332,3,5,2,2025-12-28,UserC
L030674,P103027,FL,PPO,CL0990,2,2,4,2025-06-10,UserA
L030723,P103031,PA,PPO,CL0994,2,3,1,2025-12-17,UserA
L030857,P103044,FL,PPO,CL0050,4,2,1,2025-02-18,UserB
L030870,P103045,NY,PPO,CL0891,1,3,5,2025-03-04,UserB
L030920,P103050,MA,PPO,CL0073,1,5,3,2025-02-16,System
L030970,P103056,NJ,HMO,CL0990,2,1,3,2025-09-19,UserC
L031009,P103061,NJ,HMO,CL0760,1,3,1,2025-05-28,UserC
L031036,P103063,CA,EPO,CL0918,2,3,2,2025-11-20,System
L031214,P103083,PA,PPO,CL0474,4,4,3,2025-01-20,UserA
L031272,P103088,PA,POS,CL0983,2,1,5,2025-02-18,UserA
L031520,P103111,FL,HMO,CL0576,4,3,4,2025-12-04,UserB
L031522,P103112,CA,PPO,CL0774,2,2,1,2025-12-10,UserC
L031772,P103137,MA,HMO,CL0247,1,1,5,2025-06-07,System
L031884,P103147,TX,EPO,CL0206,2,5,2,2025-11-17,System
L031922,P103152,FL,EPO,CL0048,4,1,5,2025-03-14,UserA
L031971,P103157,CT,EPO,CL0970,1,4,2,2025-01-04,UserB
L032048,P103165,IL,EPO,CL0325,5,1,4,2025-09-22,System
L032061,P103166,FL,EPO,CL0993,5,2,4,2025-06-07,System
L032069,P103168,CT,HMO,CL0758,5,3,1,2025-02-19,UserA
L032078,P103168,CT,HMO,CL0248,5,5,4,2025-10-05,UserB
L032174,P103177,TX,HMO,CL0156,2,5,4,2025-04-16,System
L032209,P103180,CA,HMO,CL0497,1,2,1,2025-10-31,UserA
L032224,P103182,CA,EPO,CL0306,1,1,2,2025-08-04,System
L032261,P103186,NY,POS,CL0240,1,1,3,2025-07-11,UserB
L032265,P103186,NY,POS,CL0750,1,4,5,2025-08-28,System
L032297,P103189,NJ,PPO,CL0045,1,4,5,2025-03-05,UserC
L032317,P103191,IL,HMO,CL0155,5,4,2,2025-06-16,UserA
L032409,P103201,NJ,PPO,CL0689,4,1,2,2025-07-10,System
L032463,P103206,CT,HMO,CL0528,1,2,5,2025-01-17,System
L032466,P103206,CT,HMO,CL0709,1,4,1,2025-03-11,UserA
L032490,P103209,FL,HMO,CL0913,5,1,4,2025-03-17,UserA
L032565,P103217,TX,POS,CL0096,4,5,4,2025-07-17,UserC
L032624,P103222,NJ,POS,CL0002,5,4,2,2025-04-07,UserC
L032660,P103226,NJ,HMO,CL0087,5,5,1,2025-12-01,UserC
L032691,P103229,FL,HMO,CL0236,4,3,1,2025-06-20,UserC
L032709,P103231,TX,HMO,CL0670,3,4,3,2025-11-11,UserC
L032712,P103231,TX,HMO,CL0188,3,5,3,2025-09-21,UserB
L032740,P103234,CA,HMO,CL0349,4,2,3,2025-12-21,UserA
L032854,P103246,CA,POS,CL0398,4,3,1,2025-01-30,UserB
L032917,P103251,CT,POS,CL0805,1,2,1,2025-07-17,UserB
L033034,P103263,TX,EPO,CL0311,5,4,5,2025-10-09,UserA
L033037,P103263,TX,EPO,CL0909,5,2,5,2025-02-20,UserC
L033060,P103266,MA,HMO,CL0803,3,3,2,2025-04-24,System
L033193,P103278,TX,PPO,CL0690,2,2,4,2025-02-08,System
L033220,P103281,TX,POS,CL0096,5,5,1,2025-01-09,UserC
L033243,P103283,NY,POS,CL0937,4,4,5,2025-08-25,UserA
L033473,P103306,NJ,PPO,CL0155,4,4,3,2025-03-21,UserB
L033488,P103307,IL,PPO,CL0393,3,2,3,2025-07-01,UserC
L033553,P103314,CT,HMO,CL0758,1,3,4,2025-08-11,UserB
L033591,P103317,NJ,PPO,CL0155,2,4,3,2025-08-18,UserB
L033695,P103327,OH,HMO,CL0234,2,3,4,2025-02-02,System
L033835,P103342,PA,HMO,CL0455,2,5,2,2025-08-28,UserC
L033851,P103343,OH,PPO,CL0924,5,5,1,2025-10-15,System
L033906,P103348,IL,POS,CL0393,2,1,2,2025-12-09,System
L033926,P103350,NY,PPO,CL0437,1,2,3,2025-06-16,UserC
L033982,P103355,NY,POS,CL0163,4,5,1,2025-06-27,UserC
L034043,P103360,IL,EPO,CL0946,3,2,5,2025-02-16,UserA
L034098,P103365,CT,HMO,CL0631,1,1,4,2025-06-22,UserA
L034201,P103375,NJ,EPO,CL0638,5,5,2,2025-11-09,UserC
L034284,P103383,PA,PPO,CL0943,4,5,3,2025-04-04,UserA
L034340,P103387,CA,POS,CL0904,1,5,2,2025-03-13,UserA
L034414,P103396,NY,POS,CL0937,1,4,5,2025-05-16,UserC
L034451,P103401,NJ,HMO,CL0388,2,5,3,2025-11-25,UserB
L034457,P103401,NJ,HMO,CL0087,2,5,3,2025-01-27,UserB
L034517,P103407,MA,HMO,CL0507,5,2,3,2025-01-07,UserC
L034627,P103417,CT,HMO,CL0631,4,1,3,2025-03-18,UserA
L034668,P103422,OH,HMO,CL0663,4,4,5,2025-08-01,UserC
L034675,P103423,IL,PPO,CL0069,3,3,1,2025-05-12,UserA
L034686,P103423,IL,PPO,CL0115,3,3,5,2025-08-09,UserB
L034700,P103425,PA,EPO,CL0290,5,5,3,2025-08-19,System
L034809,P103435,IL,PPO,CL0553,5,3,1,2025-06-17,UserC
L034872,P103441,IL,HMO,CL0155,5,4,5,2025-11-01,UserA
L035032,P103457,MA,POS,CL0310,1,3,5,2025-03-31,UserC
L035091,P103462,PA,POS,CL0899,4,5,1,2025-09-22,UserA
L035103,P103464,MA,POS,CL0457,2,1,3,2025-07-24,UserA
L035110,P103464,MA,POS,CL0612,2,5,2,2025-08-20,UserC
L035143,P103467,IL,HMO,CL0347,3,1,3,2025-09-26,System
L035192,P103472,IL,HMO,CL0476,2,2,4,2025-04-04,System
L035204,P103473,OH,PPO,CL0726,5,5,2,2025-12-01,UserA
L035344,P103489,NY,PPO,CL0654,2,3,4,2025-01-13,UserC
L035362,P103490,OH,EPO,CL0898,4,5,2,2025-08-28,UserC
L035365,P103490,OH,EPO,CL0841,4,3,4,2025-01-14,UserB
L035426,P103496,IL,POS,CL0914,3,5,1,2025-07-30,UserA
L035443,P103497,FL,HMO,CL0158,3,2,4,2025-03-30,System
L035444,P103497,FL,HMO,CL0302,3,4,3,2025-12-10,UserB
L035551,P103508,CA,HMO,CL0051,5,5,4,2025-07-10,UserA
L035554,P103508,CA,HMO,CL0437,5,2,3,2025-09-19,UserA
L035567,P103509,NY,EPO,CL0133,1,2,4,2025-01-19,UserB
L035590,P103512,CA,EPO,CL0175,1,2,3,2025-08-08,System
L035606,P103513,FL,PPO,CL0598,4,5,3,2025-04-25,UserC
L035645,P103516,NY,POS,CL0982,5,5,4,2025-01-04,UserA
L035736,P103525,IL,PPO,CL0078,4,2,4,2025-04-28,UserC
L035806,P103532,NY,PPO,CL0437,1,2,5,2025-05-04,System
L036040,P103557,OH,HMO,CL0954,5,2,3,2025-09-04,UserA
L036111,P103566,TX,EPO,CL0490,2,5,1,2025-08-18,System
L036127,P103568,CA,HMO,CL0797,2,1,4,2025-05-22,UserC
L036264,P103581,IL,PPO,CL0296,5,3,5,2025-09-01,UserA
L036374,P103593,CT,POS,CL0187,3,5,3,2025-01-06,UserA
L036380,P103593,CT,POS,CL0805,3,2,1,2025-05-18,System
L036452,P103602,CT,HMO,CL0758,1,3,4,2025-11-13,UserA
L036537,P103610,IL,PPO,CL0340,4,1,5,2025-05-14,UserB
L036704,P103626,NJ,EPO,CL0964,2,2,1,2025-05-04,UserA
L036829,P103640,MA,EPO,CL0661,1,1,4,2025-07-07,UserA
L036876,P103645,IL,HMO,CL0828,5,4,2,2025-07-25,UserB
L036895,P103647,OH,HMO,CL0382,2,3,5,2025-03-26,UserA
L036955,P103653,FL,EPO,CL0499,1,4,2,2025-03-16,UserA
L036957,P103653,FL,EPO,CL0993,1,2,4,2025-03-28,UserB
L036984,P103657,FL,PPO,CL0673,3,2,5,2025-10-27,UserA
L037005,P103659,MA,EPO,CL0661,3,1,2,2025-04-01,UserB
L037055,P103664,TX,EPO,CL0311,2,4,5,2025-09-20,UserC
L037099,P103669,PA,HMO,CL0455,5,5,1,2025-01-01,UserA
L037126,P103671,IL,PPO,CL0908,1,5,2,2025-10-16,UserC
L037158,P103674,CA,POS,CL0453,1,4,2,2025-02-25,UserA
L037172,P103675,CA,HMO,CL0349,1,2,3,2025-08-09,UserB
L037181,P103675,CA,HMO,CL0290,1,4,5,2025-09-03,UserC
L037184,P103676,PA,PPO,CL0563,2,5,2,2025-07-26,UserA
L037376,P103694,TX,PPO,CL0690,4,2,1,2025-09-09,System
L037480,P103703,TX,POS,CL0202,1,2,4,2025-04-24,System
L037485,P103703,TX,POS,CL0332,1,5,1,2025-05-21,UserA
L037550,P103712,OH,EPO,CL0435,1,5,3,2025-03-14,UserB
L037562,P103713,OH,PPO,CL0905,2,1,4,2025-11-03,UserC
L037812,P103736,FL,PPO,CL0912,4,3,1,2025-11-17,UserC
L037863,P103741,OH,EPO,CL0050,3,2,4,2025-08-16,UserA
L037882,P103743,IL,HMO,CL0681,4,5,1,2025-03-16,UserA
L037893,P103744,CT,POS,CL0458,5,2,5,2025-08-18,UserB
L038007,P103754,CT,PPO,CL0514,1,1,4,2025-06-09,UserB
L038041,P103757,CT,PPO,CL0514,2,1,3,2025-06-19,System
L038048,P103758,CT,POS,CL0187,3,5,3,2025-06-06,UserA
L038123,P103765,NJ,HMO,CL0069,4,5,4,2025-08-09,UserA
L038164,P103770,CT,PPO,CL0674,5,5,1,2025-02-27,System
L038196,P103773,MA,HMO,CL0387,5,1,5,2025-07-16,UserC
L038210,P103775,NJ,PPO,CL0045,2,4,3,2025-03-17,System
L038239,P103778,CT,HMO,CL0508,5,1,3,2025-03-19,UserC
L038246,P103779,CT,PPO,CL0942,3,2,1,2025-01-05,UserA
L038286,P103782,PA,HMO,CL0966,1,5,2,2025-11-20,UserC
L038378,P103790,IL,POS,CL0631,5,5,1,2025-10-14,UserA
L038517,P103803,TX,EPO,CL0950,5,5,3,2025-06-14,UserA
L038524,P103804,NJ,POS,CL0554,4,1,2,2025-03-12,System
L038622,P103813,CT,HMO,CL0881,2,2,4,2025-06-03,UserB
L038725,P103824,CT,POS,CL0707,1,4,3,2025-10-13,System
L038882,P103841,FL,POS,CL0355,3,5,2,2025-12-02,UserB
L039066,P103858,NY,PPO,CL0891,4,3,2,2025-11-24,UserB
L039180,P103868,IL,PPO,CL0666,4,4,5,2025-01-20,UserC
L039241,P103875,OH,POS,CL0122,1,2,4,2025-03-13,UserB
L039344,P103884,MA,EPO,CL0983,3,2,4,2025-03-22,UserC
L039352,P103885,NJ,POS,CL0002,1,4,3,2025-07-22,UserB
L039363,P103887,PA,HMO,CL0455,5,5,3,2025-11-10,UserC
L039445,P103895,CA,POS,CL0022,2,3,2,2025-03-11,UserB
L039581,P103907,NJ,EPO,CL0500,4,4,1,2025-05-13,System
L039634,P103912,NY,POS,CL0257,5,1,3,2025-03-05,UserB
L039683,P103916,MA,HMO,CL0507,4,2,3,2025-06-21,UserC
L039720,P103919,IL,PPO,CL0649,1,3,1,2025-09-17,UserA
L039883,P103933,NY,POS,CL0317,3,2,1,2025-01-31,UserA
L039952,P103939,IL,POS,CL0631,3,5,3,2025-10-14,System
L039996,P103944,IL,EPO,CL0325,3,1,5,2025-01-09,UserB
L040030,P103947,NY,POS,CL0747,2,5,2,2025-04-16,UserB
L040033,P103947,NY,POS,CL0872,2,2,4,2025-02-19,UserB
L040047,P103948,MA,HMO,CL0842,3,5,1,2025-02-17,UserC
L040140,P103958,NY,EPO,CL0877,3,5,1,2025-02-28,System
L040213,P103965,TX,HMO,CL0554,3,1,3,2025-11-07,UserB
L040239,P103968,CA,EPO,CL0973,5,2,3,2025-12-23,UserA
L040266,P103970,MA,POS,CL0475,5,5,1,2025-09-19,UserC
L040283,P103972,NJ,EPO,CL0441,4,5,4,2025-06-04,UserC
L040361,P103979,NJ,EPO,CL0964,2,2,4,2025-10-25,UserC
L040372,P103981,CT,EPO,CL0928,2,1,2,2025-08-16,System
L040399,P103983,CA,PPO,CL0869,1,1,2,2025-08-23,UserB
L040556,P103999,MA,POS,CL0725,5,4,5,2025-03-14,UserB
L040674,P104012,MA,POS,CL0660,1,2,4,2025-06-09,System
L040760,P104020,CA,HMO,CL0497,2,2,5,2025-06-10,System
L040918,P104035,CT,HMO,CL0709,4,4,1,2025-10-19,UserB
L041035,P104048,PA,HMO,CL0140,2,3,5,2025-04-13,UserA
L041227,P104068,TX,POS,CL0274,5,4,5,2025-04-06,UserC
L041258,P104071,NJ,POS,CL0453,4,3,5,2025-01-22,UserC
L041264,P104072,IL,PPO,CL0649,1,3,1,2025-05-20,UserA
L041269,P104072,IL,PPO,CL0078,1,2,4,2025-01-22,System
L041274,P104072,IL,PPO,CL0553,1,3,4,2025-09-23,System
L041466,P104090,CT,EPO,CL0201,1,3,2,2025-09-13,UserA
L041488,P104092,NJ,HMO,CL0274,2,4,1,2025-08-11,UserB
L041532,P104098,IL,EPO,CL0908,4,4,5,2025-05-04,System
L041563,P104102,CA,PPO,CL0036,4,5,2,2025-06-22,UserB
L041637,P104109,CT,HMO,CL0508,1,1,5,2025-01-05,UserA
L041792,P104125,FL,HMO,CL0576,1,3,2,2025-08-25,UserB
L041812,P104128,TX,POS,CL0533,1,2,5,2025-05-07,UserB
L041838,P104130,OH,HMO,CL0872,3,3,4,2025-11-05,UserB
L041916,P104137,PA,PPO,CL0139,4,2,1,2025-08-24,UserA
L041920,P104137,PA,PPO,CL0716,4,5,4,2025-01-07,UserC
L042051,P104149,FL,HMO,CL0158,1,2,3,2025-10-22,UserA
L042145,P104157,IL,POS,CL0393,4,1,5,2025-12-14,System
L042201,P104162,IL,HMO,CL0157,4,5,4,2025-05-04,UserA
L042267,P104169,NY,POS,CL0872,4,2,5,2025-09-01,UserB
L042299,P104172,CA,POS,CL0878,4,4,1,2025-01-12,UserA
L042333,P104175,MA,POS,CL0209,4,3,1,2025-06-27,UserA
L042418,P104184,NJ,HMO,CL0990,1,1,5,2025-11-26,UserA
L042552,P104199,MA,HMO,CL0123,5,1,5,2025-02-04,UserC
L042557,P104200,FL,PPO,CL0977,3,3,1,2025-01-14,System
L042641,P104207,MA,HMO,CL0387,1,1,3,2025-01-08,UserA
L042718,P104216,CT,HMO,CL0758,5,3,2,2025-10-24,UserC
L042779,P104222,OH,POS,CL0122,2,2,1,2025-07-14,UserB
L042794,P104223,PA,PPO,CL0348,5,3,2,2025-10-31,UserC
L042993,P104245,IL,EPO,CL0770,1,3,2,2025-01-29,UserC
L043158,P104262,FL,EPO,CL0856,1,3,1,2025-04-17,UserB
L043168,P104264,OH,EPO,CL0354,2,4,5,2025-03-29,UserB
L043311,P104278,CA,HMO,CL0051,3,5,1,2025-03-14,UserB
L043334,P104280,FL,HMO,CL0334,2,5,4,2025-09-15,UserC
L043345,P104281,FL,EPO,CL0499,4,4,3,2025-10-03,UserB
L043431,P104289,CT,EPO,CL0547,5,4,1,2025-04-29,UserA
L043433,P104290,CA,POS,CL0453,5,4,3,2025-11-02,UserB
L043560,P104302,PA,PPO,CL0841,4,4,5,2025-05-31,UserA
L043620,P104307,NY,POS,CL0937,2,4,1,2025-06-24,UserA
L043627,P104308,CT,EPO,CL0201,4,3,4,2025-05-14,UserB
L043875,P104335,MA,HMO,CL0724,5,4,3,2025-09-09,UserB
L043899,P104337,CT,PPO,CL0742,4,5,3,2025-02-27,UserC
L043944,P104341,IL,PPO,CL0666,4,4,3,2025-01-22,UserA
L043975,P104344,CA,HMO,CL0926,2,2,4,2025-12-13,System
L044097,P104356,CA,HMO,CL0386,3,5,3,2025-10-21,System
L044100,P104356,CA,HMO,CL0290,3,4,3,2025-10-03,System
L044125,P104358,CT,POS,CL0657,2,3,5,2025-09-05,System
L044185,P104364,CA,EPO,CL0175,5,2,4,2025-02-28,UserC
L044454,P104391,FL,EPO,CL0291,3,4,5,2025-10-07,UserC
L044456,P104391,FL,EPO,CL0856,3,3,5,2025-01-29,System
L044536,P104399,FL,POS,CL0285,3,1,3,2025-09-26,System
L044572,P104403,IL,POS,CL0010,4,3,1,2025-06-21,UserA
L044735,P104421,NJ,HMO,CL0760,4,3,2,2025-07-06,System
L044780,P104424,TX,POS,CL0210,4,1,2,2025-11-03,UserA
L044875,P104434,MA,PPO,CL0073,3,5,1,2025-03-18,System
L044893,P104436,PA,HMO,CL0699,2,3,5,2025-11-23,UserC
L044902,P104437,IL,HMO,CL0681,3,5,1,2025-02-08,UserA
L044917,P104438,FL,POS,CL0118,1,3,5,2025-05-14,UserA
L044971,P104444,FL,PPO,CL0796,1,4,1,2025-05-07,UserC
L045075,P104453,CA,POS,CL0340,5,3,1,2025-03-20,UserB
L045083,P104454,MA,EPO,CL0983,1,2,4,2025-01-07,System
L045236,P104471,CT,EPO,CL0979,5,5,4,2025-05-27,UserC
L045330,P104480,IL,POS,CL0064,5,1,3,2025-02-05,System
L045332,P104480,IL,POS,CL0914,5,5,1,2025-09-16,UserA
L045435,P104489,TX,HMO,CL0670,2,4,1,2025-03-05,UserA
L045498,P104494,OH,EPO,CL0026,5,3,5,2025-06-16,System
L045526,P104496,NY,PPO,CL0437,2,2,1,2025-04-16,UserA
L045574,P104501,IL,POS,CL0393,2,1,2,2025-11-08,UserA
L045681,P104512,CA,HMO,CL0437,4,2,4,2025-07-29,UserC
L045758,P104519,FL,PPO,CL0990,4,2,5,2025-03-01,UserB
L045787,P104521,CA,EPO,CL0918,1,3,4,2025-04-09,System
L045831,P104526,NJ,EPO,CL0697,1,1,2,2025-08-29,System
L045835,P104526,NJ,EPO,CL0926,1,1,3,2025-10-08,UserC
L045867,P104529,CA,EPO,CL0243,4,5,4,2025-01-04,UserC
L045926,P104535,CA,HMO,CL0407,1,4,5,2025-07-20,System
L045965,P104539,CT,EPO,CL0803,3,5,2,2025-03-21,UserC
L046118,P104554,MA,POS,CL0225,3,4,2,2025-03-18,System
L046127,P104555,CT,EPO,CL0426,2,4,2,2025-12-24,UserB
L046129,P104555,CT,EPO,CL0803,2,5,2,2025-02-20,UserC
L046291,P104571,CT,EPO,CL0635,2,1,2,2025-10-20,System
L046323,P104575,CA,POS,CL0793,5,4,3,2025-05-30,UserA
L046327,P104575,CA,POS,CL0995,5,1,5,2025-04-10,UserC
L046341,P104576,NY,POS,CL0750,5,4,5,2025-11-03,UserC
L046413,P104583,TX,HMO,CL0333,4,1,2,2025-01-16,UserC
L046565,P104597,IL,POS,CL0034,5,4,3,2025-09-16,UserC
L046599,P104601,NY,POS,CL0331,3,4,5,2025-09-12,UserC
L046665,P104606,FL,POS,CL0285,1,1,4,2025-02-23,System
L046701,P104610,OH,EPO,CL0026,1,3,5,2025-05-19,UserA
L046752,P104614,CT,POS,CL0848,2,5,3,2025-01-10,System
L046757,P104615,OH,HMO,CL0659,2,3,5,2025-05-03,UserC
L047052,P104643,NJ,HMO,CL0040,3,2,3,2025-03-24,System
L047072,P104645,CA,POS,CL0464,3,2,4,2025-10-29,System
L047074,P104645,CA,POS,CL0398,3,3,2,2025-04-23,UserC
L047099,P104648,TX,PPO,CL0690,4,2,1,2025-04-28,UserA
L047136,P104653,CA,HMO,CL0489,1,2,5,2025-02-07,System
L047179,P104658,MA,PPO,CL0539,1,3,2,2025-07-27,System
L047342,P104674,FL,HMO,CL0158,5,2,4,2025-06-09,UserC
L047349,P104675,FL,EPO,CL0912,2,4,1,2025-06-24,UserA
L047360,P104676,NY,POS,CL0909,1,2,1,2025-04-06,System
L047411,P104681,FL,POS,CL0372,1,1,3,2025-08-15,UserC
L047420,P104682,TX,PPO,CL0065,4,2,4,2025-11-30,UserA
L047477,P104687,FL,PPO,CL0598,3,5,1,2025-02-12,UserC
L047721,P104710,TX,EPO,CL0743,5,4,2,2025-07-06,UserB
L047777,P104715,CA,POS,CL0602,2,1,2,2025-09-22,System
L047842,P104721,IL,PPO,CL0270,2,2,3,2025-07-04,UserB
L047930,P104730,OH,HMO,CL0872,1,3,1,2025-01-20,UserB
L047963,P104734,PA,HMO,CL0455,4,5,4,2025-01-11,UserC
L047990,P104736,IL,POS,CL0593,4,2,1,2025-02-17,UserC
L048031,P104740,CT,POS,CL0848,2,5,2,2025-03-23,UserC
L048103,P104748,TX,EPO,CL0842,5,4,2,2025-03-04,System
L048110,P104748,TX,EPO,CL0636,5,4,5,2025-01-08,UserA
L048134,P104751,NY,POS,CL0747,4,5,2,2025-10-26,System
L048223,P104760,PA,PPO,CL0943,2,5,4,2025-08-02,UserA
L048255,P104763,FL,EPO,CL0912,2,4,1,2025-03-17,UserA
L048272,P104765,PA,PPO,CL0563,1,5,1,2025-01-01,UserC
L048357,P104772,OH,EPO,CL0049,3,2,1,2025-12-23,System
L048384,P104774,CA,EPO,CL0918,4,3,4,2025-07-02,UserB
L048406,P104776,IL,POS,CL0393,5,1,5,2025-04-11,UserA
L048432,P104779,PA,PPO,CL0841,1,4,5,2025-03-26,UserB
L048460,P104782,TX,EPO,CL0743,3,4,3,2025-05-18,UserB
L048687,P104804,CA,PPO,CL0671,5,4,5,2025-12-06,UserA
L048809,P104817,CA,POS,CL0793,5,4,5,2025-08-31,System
L048821,P104818,PA,POS,CL0983,2,1,2,2025-10-12,System
L048862,P104823,IL,PPO,CL0069,3,3,2,2025-11-15,System
L048931,P104829,CA,POS,CL0067,2,4,1,2025-09-26,System
L048968,P104833,MA,PPO,CL0190,4,2,3,2025-07-27,System
L049036,P104840,CT,EPO,CL0928,4,1,4,2025-11-04,UserA
L049037,P104840,CT,EPO,CL0979,4,5,3,2025-05-31,UserC
L049136,P104849,CT,EPO,CL0635,3,1,3,2025-11-30,UserB
L049198,P104856,OH,PPO,CL0396,4,1,3,2025-02-13,UserA
L049314,P104868,TX,HMO,CL0125,4,4,2,2025-05-15,System
L049322,P104869,NY,POS,CL0331,2,4,2,2025-05-25,UserA
L049356,P104871,TX,POS,CL0623,4,2,4,2025-06-14,UserA
L049558,P104892,TX,HMO,CL0125,2,4,2,2025-10-07,UserB
L049591,P104896,FL,HMO,CL0808,1,4,5,2025-01-21,UserC
L049713,P104908,MA,HMO,CL0387,2,1,2,2025-04-07,System
L049776,P104915,CA,EPO,CL0580,4,3,1,2025-08-14,UserB
L049802,P104918,CT,PPO,CL0981,5,2,1,2025-06-26,UserB
L049808,P104918,CT,PPO,CL0137,5,1,4,2025-11-18,UserB
L049827,P104921,TX,HMO,CL0546,2,5,2,2025-02-12,UserC
L049832,P104921,TX,HMO,CL0554,2,1,3,2025-07-10,UserC
L049889,P104926,CT,POS,CL0085,4,4,1,2025-04-16,UserB
L049940,P104930,IL,EPO,CL0658,5,3,2,2025-09-14,UserC
L050006,P104937,IL,POS,CL0276,4,4,3,2025-02-05,UserA
L050068,P104942,OH,PPO,CL0726,3,5,3,2025-02-25,UserA
L050110,P104946,IL,POS,CL0914,2,5,2,2025-07-07,System
L050126,P104947,IL,HMO,CL0681,3,5,2,2025-10-16,UserA
L050201,P104954,PA,EPO,CL0879,3,3,5,2025-03-22,UserA
